"","noise","site","fit","se.fit","residual.scale","UL","LL","seals"
"144",48.7479797979798,"waterfront",2.15273237895205,0.0870860745916775,1,10.2105457694628,7.257559916975,8.60834755960118
"145",49.1444444444444,"waterfront",2.15096239082646,0.0846913866326403,1,10.144761953905,7.2788091681605,8.59312436305267
"146",49.5409090909091,"waterfront",2.14919240270087,0.0826663608913353,1,10.0867075213382,7.29483333580446,8.57792808754929
"147",49.9373737373737,"waterfront",2.14742241457529,0.0810387138814442,1,10.0367995525853,7.30520081841554,8.56275868548326
"148",50.3338383838384,"waterfront",2.1456524264497,0.0798327548277373,1,9.99539638916719,7.30953914260744,8.54761610933099
"149",50.730303030303,"waterfront",2.14388243832412,0.079067781115304,1,9.96277143394064,7.3075611591704,8.53250031165291
"150",51.1267676767677,"waterfront",2.14211245019853,0.0787566438397078,1,9.93909004912437,7.2990881418198,8.51741124509337
"151",51.5232323232323,"waterfront",2.14034246207295,0.0789047118908403,1,9.92439331129033,7.28406602904207,8.50234886238046
"152",51.919696969697,"waterfront",2.13857247394736,0.0795094198164181,1,9.9185916136552,7.26257181870306,8.48731311632584
"153",52.3161616161616,"waterfront",2.13680248582177,0.0805604853001474,1,9.92146941669491,7.23480881439561,8.47230395982467
"154",52.7126262626263,"waterfront",2.13503249769619,0.0820407545999675,1,9.93270032073472,7.20109154987272,8.45732134585537
"155",53.1090909090909,"waterfront",2.1332625095706,0.0839275205767087,1,9.95186976802598,7.16182308405477,8.44236522747952
"156",53.5055555555556,"waterfront",2.13149252144501,0.0861940930473812,1,9.978501650364,7.11746839055583,8.42743555784172
"157",53.9020202020202,"waterfront",2.12972253331943,0.0888113974310298,1,10.0120850894934,7.06852757448195,8.41253229016943
"158",54.2984848484848,"waterfront",2.12795254519384,0.0917494230081529,1,10.0520984558866,7.01551185091498,8.3976553777728
"159",54.6949494949495,"waterfront",2.12618255706826,0.0949784112432431,1,10.0980288668737,6.95892404410412,8.38280477404458
"160",55.0914141414141,"waterfront",2.12441256894267,0.0984697428326956,1,10.1493865465196,6.89924422496691,8.36798043245991
